DAP,Gen,Loc,PlantID,Date,GrowthRate,Temperature,Solar.Rad,Humidity,Rainfall
75,A,N,2 # 3 # 4 # 5 # 6,7/24/16,2.601438219,96,34.52,46.39,0
76,A,N,2 # 3 # 4 # 5 # 6,7/25/16,2.814725771,85,31.54,35.35,0
77,A,N,2 # 3 # 4 # 5 # 6,7/26/16,3.045499646,89,31.07,26.7,0
78,A,N,2 # 3 # 4 # 5 # 6,7/27/16,3.295191962,92,31.72,22,0
79,A,N,2 # 3 # 4 # 5 # 6,7/28/16,3.565349209,87,32.15,19.07,0.0078125
80,A,N,2 # 3 # 4 # 5 # 6,7/29/16,3.857635668,78,32.18,20.15,0
81,A,N,2 # 3 # 4 # 5 # 6,7/30/16,4.173825486,83,32.58,23.51,0
82,A,N,2 # 3 # 4 # 5 # 6,7/31/16,4.515759743,89,32.8,28.32,0
83,A,N,2 # 3 # 4 # 5 # 6,8/1/16,4.885198593,94,32.98,33.79,0
84,A,N,2 # 3 # 4 # 5 # 6,8/2/16,5.283362463,95,35.21,39.23,0
85,A,N,2 # 3 # 4 # 5 # 6,8/3/16,5.709558607,90,36.43,38.14,0
86,A,N,2 # 3 # 4 # 5 # 6,8/4/16,6.157150545,95,35.89,38.49,0
87,A,N,2 # 3 # 4 # 5 # 6,8/5/16,6.602046515,81,35.14,28.45,0
88,A,N,2 # 3 # 4 # 5 # 6,8/6/16,6.971919594,73,35.28,24.72,0
89,A,N,2 # 3 # 4 # 5 # 6,8/7/16,7.078277089,71,34.67,26.89,0
90,A,N,2 # 3 # 4 # 5 # 6,8/8/16,6.547096047,72,35.06,25.65,0.000104167
91,A,N,2 # 3 # 4 # 5 # 6,8/9/16,5.046635447,85,34.13,37.64,0
92,A,N,2 # 3 # 4 # 5 # 6,8/10/16,3.011005016,97,35.14,47.99,0
93,A,N,2 # 3 # 4 # 5 # 6,8/11/16,1.421177604,97,32.33,67.36,0.000104167
94,A,N,2 # 3 # 4 # 5 # 6,8/12/16,0.58113912,88,32,47.62,0.000104167
95,A,N,2 # 3 # 4 # 5 # 6,8/13/16,0.22227484,83,34.74,51.59,0
96,A,N,2 # 3 # 4 # 5 # 6,8/14/16,0.082749499,87,35.6,49.24,0
97,A,N,2 # 3 # 4 # 5 # 6,8/15/16,0.03049128,89,34.13,42.74,0
98,A,N,2 # 3 # 4 # 5 # 6,8/16/16,0.011192505,93,36.76,68.52,0
99,A,N,2 # 3 # 4 # 5 # 6,8/17/16,0.004102686,90,37.08,64.36,0
100,A,N,2 # 3 # 4 # 5 # 6,8/18/16,0.00150309,93,34.09,66.44,0.0003125
1,B,N,1 # 2 # 4 # 5 # 6,5/11/16,0.012791127,65,28.8,47.16,0
2,B,N,1 # 2 # 4 # 5 # 6,5/12/16,0.013878842,63,22.18,24.09,0
3,B,N,1 # 2 # 4 # 5 # 6,5/13/16,0.015059053,72,27.14,25.03,0
4,B,N,1 # 2 # 4 # 5 # 6,5/14/16,0.016339625,57,21.13,18.08,0
5,B,N,1 # 2 # 4 # 5 # 6,5/15/16,0.017729093,51,22.57,11.61,0
6,B,N,1 # 2 # 4 # 5 # 6,5/16/16,0.019236716,51,25.13,12.41,0.0003125
7,B,N,1 # 2 # 4 # 5 # 6,5/17/16,0.020872543,49,29.27,22.08,0
8,B,N,1 # 2 # 4 # 5 # 6,5/18/16,0.022647475,66,28.58,25.82,0
9,B,N,1 # 2 # 4 # 5 # 6,5/19/16,0.024573342,65,28.12,36.49,0
10,B,N,1 # 2 # 4 # 5 # 6,5/20/16,0.026662977,71,28.01,49.7,0
11,B,N,1 # 2 # 4 # 5 # 6,5/21/16,0.028930309,70,26.75,62.33,0.000104167
12,B,N,1 # 2 # 4 # 5 # 6,5/22/16,0.031390447,69,26.03,54.51,0.003958333
13,B,N,1 # 2 # 4 # 5 # 6,5/23/16,0.034059787,89,25.2,33.4,0
14,B,N,1 # 2 # 4 # 5 # 6,5/24/16,0.036956118,77,25.52,23.98,0.005104167
15,B,N,1 # 2 # 4 # 5 # 6,5/25/16,0.040098744,80,23.87,18.23,0.014583333
16,B,N,1 # 2 # 4 # 5 # 6,5/26/16,0.043508609,78,24.62,19.57,0.008020833
17,B,N,1 # 2 # 4 # 5 # 6,5/27/16,0.047208437,76,26.32,22.98,0.016666667
18,B,N,1 # 2 # 4 # 5 # 6,5/28/16,0.051222887,60,27.14,16.24,0.000104167
19,B,N,1 # 2 # 4 # 5 # 6,5/29/16,0.055578712,79,29.23,17.64,0.0021875
20,B,N,1 # 2 # 4 # 5 # 6,5/30/16,0.060304942,83,30.53,22.67,0.0034375
21,B,N,1 # 2 # 4 # 5 # 6,5/31/16,0.065433075,83,32.9,44,0.000412371
22,B,N,1 # 2 # 4 # 5 # 6,6/1/16,0.070997287,69,32.87,42.98,0
23,B,N,1 # 2 # 4 # 5 # 6,6/2/16,0.077034662,75,30.78,38.09,0
24,B,N,1 # 2 # 4 # 5 # 6,6/3/16,0.083585435,84,30.92,30.83,0
25,B,N,1 # 2 # 4 # 5 # 6,6/4/16,0.090693264,82,29.09,31.87,0
26,B,N,1 # 2 # 4 # 5 # 6,6/5/16,0.098405519,80,31.28,26.34,0
27,B,N,1 # 2 # 4 # 5 # 6,6/6/16,0.106773599,84,31.21,38.66,0
28,B,N,1 # 2 # 4 # 5 # 6,6/7/16,0.115853273,85,29.05,39.71,0
29,B,N,1 # 2 # 4 # 5 # 6,6/8/16,0.125705052,83,30.13,28.26,0
30,B,N,1 # 2 # 4 # 5 # 6,6/9/16,0.136394594,93,29.66,23.72,0
31,B,N,1 # 2 # 4 # 5 # 6,6/10/16,0.147993139,95,30.96,31.29,0
32,B,N,1 # 2 # 4 # 5 # 6,6/11/16,0.160577985,99,32.08,30.2,0
33,B,N,1 # 2 # 4 # 5 # 6,6/12/16,0.174233005,95,30.53,22.76,0.001098901
34,B,N,1 # 2 # 4 # 5 # 6,6/13/16,0.189049202,89,30.1,25.39,0.00125
35,B,N,1 # 2 # 4 # 5 # 6,6/14/16,0.205125319,87,26.5,29.93,0.002395833
36,B,N,1 # 2 # 4 # 5 # 6,6/15/16,0.222568493,85,26.68,19.87,0
37,B,N,1 # 2 # 4 # 5 # 6,6/16/16,0.241494975,96,26.68,13.52,0
38,B,N,1 # 2 # 4 # 5 # 6,6/17/16,0.2620309,97,30.38,18.98,0.01
39,B,N,1 # 2 # 4 # 5 # 6,6/18/16,0.284313125,90,33.66,25.97,0
40,B,N,1 # 2 # 4 # 5 # 6,6/19/16,0.30849015,87,33.41,27.61,0
41,B,N,1 # 2 # 4 # 5 # 6,6/20/16,0.334723096,97,31.86,27.26,0
42,B,N,1 # 2 # 4 # 5 # 6,6/21/16,0.363186786,81,29.2,22.38,0
43,B,N,1 # 2 # 4 # 5 # 6,6/22/16,0.394070906,96,31.1,17.79,0
44,B,N,1 # 2 # 4 # 5 # 6,6/23/16,0.427581265,87,29.27,19.52,0.012916667
45,B,N,1 # 2 # 4 # 5 # 6,6/24/16,0.463941169,88,29.95,20.22,0
46,B,N,1 # 2 # 4 # 5 # 6,6/25/16,0.503392898,95,32.29,34.51,0
47,B,N,1 # 2 # 4 # 5 # 6,6/26/16,0.54619932,84,29.95,32.71,0
48,B,N,1 # 2 # 4 # 5 # 6,6/27/16,0.592645628,91,28.66,22.97,0
49,B,N,1 # 2 # 4 # 5 # 6,6/28/16,0.643041225,91,28.48,17.63,0.010625
50,B,N,1 # 2 # 4 # 5 # 6,6/29/16,0.697721766,91,32.08,15.13,0.000104167
51,B,N,1 # 2 # 4 # 5 # 6,6/30/16,0.757051353,87,31.1,23.6,0
52,B,N,1 # 2 # 4 # 5 # 6,7/1/16,0.821424908,81,29.3,23.46,0.005416667
53,B,N,1 # 2 # 4 # 5 # 6,7/2/16,0.891270721,81,29.63,16.24,0
54,B,N,1 # 2 # 4 # 5 # 6,7/3/16,0.967053174,66,30.71,14.25,0.0003125
55,B,N,1 # 2 # 4 # 5 # 6,7/4/16,1.049275642,80,31.86,20.88,0
56,B,N,1 # 2 # 4 # 5 # 6,7/5/16,1.138483554,93,35.46,35.44,0.000104167
57,B,N,1 # 2 # 4 # 5 # 6,7/6/16,1.235267575,94,36.68,33.51,0
58,B,N,1 # 2 # 4 # 5 # 6,7/7/16,1.340266867,95,39.02,34.06,0
59,B,N,1 # 2 # 4 # 5 # 6,7/8/16,1.454172312,87,36.9,36.56,0
60,B,N,1 # 2 # 4 # 5 # 6,7/9/16,1.577729558,90,36.68,64.53,0
61,B,N,1 # 2 # 4 # 5 # 6,7/10/16,1.71174161,98,35.03,47.71,0
62,B,N,1 # 2 # 4 # 5 # 6,7/11/16,1.857070592,99,34.2,32.35,0
63,B,N,1 # 2 # 4 # 5 # 6,7/12/16,2.014638042,89,34.99,32.18,0
64,B,N,1 # 2 # 4 # 5 # 6,7/13/16,2.185422812,90,31.72,33.05,0
65,B,N,1 # 2 # 4 # 5 # 6,7/14/16,2.370455109,89,32.11,25.23,0.002083333
66,B,N,1 # 2 # 4 # 5 # 6,7/15/16,2.570804513,89,30.2,30.45,0
67,B,N,1 # 2 # 4 # 5 # 6,7/16/16,2.787558659,78,29.48,24.14,0
68,B,N,1 # 2 # 4 # 5 # 6,7/17/16,3.021787663,88,33.73,28.11,0
69,B,N,1 # 2 # 4 # 5 # 6,7/18/16,3.274486995,86,31.1,32.72,0.009166667
70,B,N,1 # 2 # 4 # 5 # 6,7/19/16,3.546488115,91,30.85,26.98,0.004375
71,B,N,1 # 2 # 4 # 5 # 6,7/20/16,3.838321488,95,33.59,29.19,0
72,B,N,1 # 2 # 4 # 5 # 6,7/21/16,4.150010401,100,33.88,45.64,0
73,B,N,1 # 2 # 4 # 5 # 6,7/22/16,4.480766469,100,31.21,26.9,0.005833333
74,B,N,1 # 2 # 4 # 5 # 6,7/23/16,4.828549928,98,34.92,38.93,0.000520833
75,B,N,1 # 2 # 4 # 5 # 6,7/24/16,5.189453177,96,34.52,46.39,0
76,B,N,1 # 2 # 4 # 5 # 6,7/25/16,5.556872009,85,31.54,35.35,0
77,B,N,1 # 2 # 4 # 5 # 6,7/26/16,5.920460669,89,31.07,26.7,0
78,B,N,1 # 2 # 4 # 5 # 6,7/27/16,6.264949254,92,31.72,22,0
79,B,N,1 # 2 # 4 # 5 # 6,7/28/16,6.569068538,87,32.15,19.07,0.0078125
80,B,N,1 # 2 # 4 # 5 # 6,7/29/16,6.80510057,78,32.18,20.15,0
81,B,N,1 # 2 # 4 # 5 # 6,7/30/16,6.939911792,83,32.58,23.51,0
82,B,N,1 # 2 # 4 # 5 # 6,7/31/16,6.938527925,89,32.8,28.32,0
83,B,N,1 # 2 # 4 # 5 # 6,8/1/16,6.770949778,94,32.98,33.79,0
84,B,N,1 # 2 # 4 # 5 # 6,8/2/16,6.421510449,95,35.21,39.23,0
85,B,N,1 # 2 # 4 # 5 # 6,8/3/16,5.897762106,90,36.43,38.14,0
86,B,N,1 # 2 # 4 # 5 # 6,8/4/16,5.2341377,95,35.89,38.49,0
87,B,N,1 # 2 # 4 # 5 # 6,8/5/16,4.4867703,81,35.14,28.45,0
88,B,N,1 # 2 # 4 # 5 # 6,8/6/16,3.720411289,73,35.28,24.72,0
89,B,N,1 # 2 # 4 # 5 # 6,8/7/16,2.993216432,71,34.67,26.89,0
90,B,N,1 # 2 # 4 # 5 # 6,8/8/16,2.346041771,72,35.06,25.65,0.000104167
91,B,N,1 # 2 # 4 # 5 # 6,8/9/16,1.799330017,85,34.13,37.64,0
92,B,N,1 # 2 # 4 # 5 # 6,8/10/16,1.356225492,97,35.14,47.99,0
93,B,N,1 # 2 # 4 # 5 # 6,8/11/16,1.00847505,97,32.33,67.36,0.000104167
94,B,N,1 # 2 # 4 # 5 # 6,8/12/16,0.742180207,88,32,47.62,0.000104167
95,B,N,1 # 2 # 4 # 5 # 6,8/13/16,0.541986281,83,34.74,51.59,0
96,B,N,1 # 2 # 4 # 5 # 6,8/14/16,0.393528513,87,35.6,49.24,0
97,B,N,1 # 2 # 4 # 5 # 6,8/15/16,0.284536203,89,34.13,42.74,0
98,B,N,1 # 2 # 4 # 5 # 6,8/16/16,0.205101444,93,36.76,68.52,0
99,B,N,1 # 2 # 4 # 5 # 6,8/17/16,0.147514992,90,37.08,64.36,0
100,B,N,1 # 2 # 4 # 5 # 6,8/18/16,0.105927293,93,34.09,66.44,0.0003125
